Age,Gender,Height,Weight,BMI,Calories,WorkoutDuration,Steps,SleepHours,WaterIntake,ActivityLevel,FatLoss,WeightLoss
49,Male,174.7,49.5,16.2,1782,39,13888,6.9,3.6,Low,5.11,5.83
50,Female,164.2,79.9,29.64,2400,38,5806,7.3,2.1,Moderate,5.51,6.47
23,Female,150.2,45.0,19.95,2409,46,9151,7.1,2.1,Moderate,6.09,6.64
31,Male,180.9,92.5,28.27,2184,87,6502,7.3,3.4,Low,6.22,6.22
29,Male,168.2,65.5,23.17,2216,30,8941,7.5,2.6,Low,4.99,6.2
49,Female,169.2,56.0,19.56,2123,19,4690,9.1,2.1,Moderate,4.37,4.37
53,Male,188.9,92.7,25.97,3236,0,6688,4.0,2.2,Low,1.87,2.35
52,Female,159.3,88.1,34.69,2091,30,5804,9.2,3.6,High,5.69,6.74
63,Male,190.9,82.2,22.54,2470,5,10317,10.0,3.1,Low,3.09,3.45
54,Female,168.7,117.5,41.26,1100,71,8571,4.9,2.8,Low,8.5,8.88
33,Male,170.5,89.4,30.75,2711,42,11080,7.1,1.6,Low,4.9,5.43
23,Female,174.6,66.4,21.78,2892,71,5109,8.6,2.8,Low,4.45,4.99
47,Male,172.2,87.3,29.45,1773,86,7270,8.1,2.4,Low,6.94,7.24
61,Female,159.1,72.9,28.77,2044,20,10187,9.0,1.8,Low,3.47,3.84
64,Other,170.7,100.8,34.6,2525,35,11005,7.4,2.1,Low,5.44,6.42
29,Female,159.5,83.1,32.64,2309,82,2939,4.6,3.2,Moderate,5.69,6.1
29,Male,165.4,84.8,31.01,2533,50,9112,8.6,3.7,Moderate,6.53,7.31
19,Male,180.0,52.0,16.06,2156,59,5153,7.8,1.6,Moderate,6.79,7.07
24,Female,156.2,79.1,32.41,3231,73,11182,8.8,1.8,High,6.81,7.9
44,Female,165.2,77.0,28.21,1965,70,14511,5.2,3.2,Moderate,7.5,8.43
44,Male,171.4,59.6,20.28,3645,56,1000,5.5,2.2,Low,2.58,3.15
35,Male,176.8,74.0,23.67,2920,84,5704,7.0,3.1,Moderate,5.39,6.21
32,Male,174.6,85.8,28.16,2716,43,8923,8.6,2.2,Moderate,5.35,6.48
57,Female,161.0,77.9,30.05,1779,59,7986,8.9,3.1,Moderate,6.54,6.79
40,Female,148.8,52.6,23.74,2754,40,11288,6.1,1.4,Low,3.81,4.04
56,Female,141.0,73.1,36.77,2601,73,8276,6.5,3.1,High,6.14,6.87
64,Female,151.3,69.6,30.4,1240,25,6145,10.0,0.8,Low,5.09,5.24
33,Male,171.7,81.5,27.64,1597,0,4428,6.3,3.4,Moderate,3.66,3.72
27,Male,178.6,79.5,24.93,2478,63,3840,7.8,2.6,Moderate,5.75,5.79
63,Male,178.6,70.6,22.14,2233,16,5400,6.5,3.0,High,4.67,5.32
48,Female,158.2,69.9,27.94,2041,13,6022,7.6,2.8,High,5.98,5.98
31,Male,179.4,79.2,24.61,2839,80,9343,6.0,1.1,High,5.89,6.35
47,Male,166.2,95.3,34.53,1858,72,7451,6.0,3.8,Moderate,7.31,7.31
42,Male,166.4,83.0,29.98,2072,35,5721,6.6,2.9,Moderate,5.72,6.47
61,Male,172.0,103.6,35.03,1976,0,4467,6.3,3.3,Low,3.57,4.35
30,Female,156.5,98.4,40.19,2555,59,5540,6.6,1.9,Moderate,4.78,5.3
65,Male,175.3,104.9,34.15,1440,63,6025,7.6,2.8,High,8.5,9.51
62,Male,171.8,102.6,34.77,2051,59,5381,9.3,1.4,Low,5.8,6.68
26,Female,155.9,106.1,43.66,1438,58,10355,6.3,2.7,Low,7.71,8.03
25,Male,171.7,57.2,19.42,2143,39,12788,5.8,1.8,High,5.84,6.13
43,Male,191.9,89.7,24.35,2661,33,3883,7.0,6.0,Low,4.49,5.4
20,Male,169.9,99.9,34.61,2670,14,11917,6.0,3.1,Low,4.13,4.97
32,Female,157.1,103.2,41.79,1936,25,10426,5.0,3.8,High,6.44,6.95
38,Male,172.7,64.1,21.51,2566,54,8629,8.3,2.4,Moderate,6.32,6.32
64,Female,177.0,89.8,28.67,2207,54,13343,7.1,3.0,High,6.92,7.84
65,Female,163.5,79.4,29.7,2980,67,7404,7.2,3.4,Low,5.03,5.66
25,Female,170.6,111.2,38.21,2235,5,9406,4.7,1.6,Low,3.9,4.48
60,Male,176.5,53.0,17.01,1100,0,8433,6.3,2.0,Low,4.2,4.2
22,Female,157.8,64.2,25.78,2747,34,8172,5.3,3.5,Low,3.61,4.39
53,Male,170.3,45.4,15.66,2070,16,9606,7.0,2.4,Moderate,3.85,4.43
58,Male,169.4,80.6,28.1,2162,50,8162,7.2,1.9,Moderate,6.88,7.29
60,Female,160.6,118.7,46.06,2467,8,9631,7.2,2.0,Moderate,4.94,5.25
28,Male,160.6,77.2,29.93,1587,78,5655,6.2,1.5,Moderate,6.76,7.4
60,Male,164.9,79.8,29.37,2337,21,5764,6.0,0.8,Low,3.82,4.58
23,Male,172.0,87.9,29.71,2567,89,5639,6.8,1.1,Moderate,4.8,5.27
42,Male,184.8,75.9,22.22,2482,59,6723,7.4,2.6,Low,4.87,5.67
40,Male,171.0,84.6,28.93,2000,15,11546,6.3,3.2,Low,4.35,4.55
33,Female,161.2,85.1,32.75,2795,103,6382,5.9,4.9,High,6.28,6.65
19,Female,148.9,62.8,28.3,1801,52,10283,5.9,2.6,High,7.71,8.55
55,Male,184.4,76.3,22.45,1987,49,8929,6.2,1.4,Low,6.08,6.54
34,Female,151.4,91.4,39.87,2231,43,6455,6.5,2.6,Low,4.66,5.86
49,Male,179.9,94.7,29.27,2447,58,12582,5.7,3.2,Moderate,6.13,6.83
37,Male,172.4,101.4,34.1,2137,59,10576,6.5,3.5,Moderate,7.1,7.29
35,Male,181.4,84.0,25.54,2914,20,8006,8.5,3.4,High,5.21,5.26
60,Male,167.4,84.4,30.1,2447,39,7716,6.6,3.1,Moderate,4.95,5.82
22,Male,174.2,91.5,30.16,2337,48,8328,5.5,2.7,Low,4.08,4.47
53,Male,173.2,67.3,22.44,2430,61,2646,4.3,3.3,Moderate,4.09,5.01
53,Male,166.0,66.6,24.16,2666,61,5112,9.2,1.5,Low,4.25,4.66
36,Female,167.2,75.8,27.1,2420,49,9618,8.4,0.8,Moderate,6.35,7.04
30,Male,169.4,55.0,19.19,1395,29,2459,7.3,4.5,Moderate,5.89,6.37
18,Male,175.0,85.3,27.85,2844,28,5383,8.4,2.6,High,5.13,5.82
62,Male,167.9,96.9,34.35,2359,11,6626,7.6,3.1,Low,4.88,5.73
63,Female,170.3,65.2,22.5,2642,61,18162,6.9,0.8,Moderate,5.88,6.49
29,Male,158.9,85.8,33.99,2097,27,10358,5.5,4.0,Low,5.04,5.87
19,Female,166.6,66.7,24.03,1386,39,11840,9.3,3.6,High,7.05,7.06
23,Male,182.2,59.7,17.99,1160,51,5181,6.5,1.2,Low,5.67,6.42
21,Male,179.6,115.0,35.64,1827,45,9267,6.5,2.3,Low,6.44,7.05
57,Female,145.1,60.0,28.5,2558,44,1839,7.0,2.8,Low,4.87,5.38
60,Male,175.9,55.0,17.76,2948,19,6842,7.1,1.5,High,4.41,4.41
25,Male,167.4,81.9,29.22,2450,52,9768,7.7,3.0,Low,6.61,6.63
53,Male,187.0,82.8,23.69,1773,36,3038,7.6,3.5,Moderate,7.01,7.69
26,Other,190.5,90.0,24.79,1907,42,9375,6.3,2.9,Low,5.09,5.81
35,Female,153.9,114.0,48.16,2980,77,9666,7.0,1.2,Moderate,6.31,7.06
46,Female,158.1,64.0,25.62,1644,59,5891,7.7,1.7,High,7.67,8.27
52,Other,168.6,67.6,23.79,3350,29,5078,6.2,2.5,Low,2.68,2.86
59,Male,164.0,107.0,39.77,3238,40,5496,8.7,2.4,Moderate,5.26,5.5
20,Other,168.3,94.9,33.5,3367,89,6785,7.0,2.4,Moderate,4.62,4.62
27,Male,172.2,92.4,31.15,2490,36,6891,8.9,2.4,Moderate,5.49,6.13
31,Female,157.1,67.4,27.3,2129,46,9783,5.3,1.0,Low,6.19,7.46
32,Male,171.8,98.3,33.31,2478,63,6129,7.8,3.3,Low,6.13,6.7
65,Male,167.1,92.5,33.1,2754,51,13607,5.9,3.2,High,5.59,5.92
55,Female,171.1,81.4,27.79,1974,34,13582,6.2,3.1,Moderate,5.5,6.11
33,Male,183.1,67.5,20.12,1749,24,8826,8.1,3.0,Low,4.99,5.54
64,Other,182.0,79.9,24.13,2158,44,6793,6.7,2.3,Low,4.39,4.39
41,Male,170.1,107.7,37.21,1913,63,6133,10.0,2.1,Moderate,6.6,7.29
42,Female,152.9,58.3,24.96,2920,81,9108,7.6,1.7,High,6.19,6.75
38,Other,165.0,63.6,23.37,1991,3,9721,6.2,4.0,High,4.41,4.95
24,Male,187.8,66.7,18.92,2347,94,7296,7.6,2.6,Moderate,5.9,7.2
62,Female,147.5,70.6,32.44,2791,36,6624,6.7,1.1,High,4.8,5.36
18,Female,159.8,77.7,30.45,2939,70,9234,8.0,2.6,Moderate,6.62,7.86
26,Female,173.3,95.3,31.71,2404,24,8241,6.6,0.8,Moderate,4.67,4.98
29,Male,189.7,86.3,23.99,2492,0,5997,7.5,2.8,Moderate,4.47,4.54
31,Female,172.4,79.1,26.6,1791,8,8395,7.2,2.7,High,5.85,6.17
24,Female,166.5,83.0,29.92,2811,35,5881,7.1,2.1,Low,4.57,5.58
18,Male,169.3,89.2,31.12,2931,59,5369,8.3,1.8,Moderate,5.46,5.79
50,Male,171.7,47.7,16.19,1364,45,7982,4.8,3.1,Moderate,6.3,6.4
64,Male,162.1,97.3,37.02,3181,37,5988,7.1,2.5,Low,3.84,4.56
23,Female,155.3,63.1,26.16,1949,76,5434,6.2,0.9,High,6.82,7.28
32,Male,160.2,70.0,27.28,2597,45,11659,5.4,3.7,High,6.55,7.35
42,Female,172.5,84.1,28.26,2338,52,6627,6.0,1.8,Moderate,5.51,5.88
62,Other,161.5,76.6,29.38,2269,132,14451,6.3,1.4,High,7.75,8.02
51,Male,189.6,86.8,24.14,2196,44,10193,6.7,3.8,Low,5.15,6.33
54,Male,168.2,80.6,28.49,1803,25,5127,7.4,3.6,High,6.45,6.76
45,Female,161.8,72.8,27.8,2561,58,12059,7.7,2.2,Low,6.65,6.96
38,Male,171.1,105.5,36.05,2156,65,5491,6.5,1.5,Low,5.72,6.48
27,Female,157.8,90.7,36.44,1645,53,14906,8.9,1.8,Moderate,7.42,7.42
59,Female,166.0,83.4,30.29,1782,49,8791,6.6,2.2,Moderate,8.13,8.99
56,Female,147.7,90.5,41.48,1653,86,9898,4.7,3.7,Moderate,8.03,9.25
19,Male,166.8,65.3,23.49,2037,83,8108,6.6,3.8,Moderate,5.85,6.76
52,Female,144.7,117.1,55.93,2542,41,8930,7.1,2.7,High,6.22,6.46
22,Female,160.4,58.4,22.7,1944,26,7198,4.0,3.2,Moderate,4.88,5.23
53,Male,173.0,80.0,26.73,2787,57,4759,8.4,2.4,High,5.72,6.34
57,Female,166.4,72.8,26.32,2240,26,9188,6.9,1.8,Low,4.37,5.1
24,Female,152.9,72.2,30.86,2155,69,11586,5.6,1.2,High,7.65,8.82
38,Female,153.8,69.8,29.51,2308,56,3832,5.8,2.9,High,5.56,6.71
23,Male,169.4,64.1,22.35,2997,119,13391,7.9,3.4,High,6.79,7.32
45,Male,179.6,99.4,30.8,1614,86,10103,8.1,2.1,Moderate,8.5,8.91
62,Male,172.3,56.3,18.96,3128,14,6470,6.2,3.7,High,3.59,3.92
21,Male,171.4,95.7,32.58,2780,30,6408,5.4,2.3,Low,4.22,5.05
37,Male,166.6,89.7,32.33,2289,0,14524,7.2,2.7,Low,3.86,4.84
64,Other,169.1,71.1,24.87,2891,0,11285,7.4,2.4,Moderate,3.01,3.64
32,Male,185.3,87.6,25.52,2138,48,11990,7.7,3.7,High,8.26,8.86
24,Female,163.6,75.2,28.09,2442,11,7121,6.3,3.0,High,4.4,5.74
41,Male,179.8,58.2,18.0,2029,90,9944,6.9,2.5,Moderate,6.76,7.6
42,Male,174.4,58.4,19.2,2783,77,9222,7.0,2.7,Moderate,5.48,5.48
49,Male,176.0,89.8,29.0,1946,37,7388,8.2,1.5,Moderate,7.1,7.68
33,Male,168.1,88.9,31.43,2274,35,8382,8.6,0.8,Low,5.27,5.94
63,Female,158.0,82.4,33.01,2639,86,11885,8.9,2.1,Moderate,6.61,7.12
43,Female,165.4,71.0,25.95,2824,93,13598,8.6,2.4,Low,6.28,7.33
31,Female,171.9,74.6,25.23,1889,18,7119,9.2,3.1,Moderate,4.86,5.35
64,Male,176.7,72.1,23.12,2676,15,3404,8.2,2.5,Low,3.66,3.92
62,Female,165.9,46.6,16.92,1809,36,13752,6.3,2.2,Low,5.14,5.5
41,Male,191.4,79.1,21.6,1224,57,13796,8.8,0.8,Moderate,7.17,8.01
19,Female,163.7,87.4,32.61,1925,30,9401,5.3,3.1,Moderate,4.97,5.1
46,Female,161.6,79.2,30.34,2717,57,14274,9.8,2.8,High,7.08,7.51
44,Male,183.3,109.8,32.69,2293,99,9146,5.8,3.3,Moderate,7.05,7.95
25,Male,172.4,59.9,20.17,2032,5,4818,8.1,2.6,Low,3.81,3.93
48,Male,190.1,66.1,18.29,2327,32,3407,8.7,3.6,High,5.04,5.27
58,Male,185.8,80.4,23.3,2311,6,3374,7.6,2.1,Low,4.07,4.08
23,Female,161.4,82.4,31.64,2610,21,8015,4.5,2.6,Moderate,4.53,4.82
52,Female,154.2,45.0,18.92,1494,36,6368,5.9,2.8,Moderate,5.66,6.08
24,Other,169.2,88.8,31.02,2248,24,5974,7.4,3.2,Low,5.03,5.54
53,Male,174.0,82.5,27.23,2362,59,7625,7.8,3.0,Moderate,5.96,6.24
38,Female,161.5,45.0,17.24,1617,49,11002,6.8,3.0,High,7.31,7.78
18,Male,182.9,75.9,22.69,1610,53,6085,7.1,2.8,Low,6.69,7.63
64,Female,163.9,63.4,23.63,2117,36,5496,5.2,2.4,High,6.47,7.18
25,Male,174.6,69.8,22.91,2304,38,6316,9.1,3.4,Moderate,4.46,5.81
46,Male,193.9,53.9,14.34,2306,35,11223,6.5,1.1,Low,3.65,4.02
26,Female,160.4,85.5,33.25,2021,38,7754,7.9,2.0,Moderate,6.57,7.01
62,Male,161.1,109.7,42.25,2001,56,8979,8.7,4.0,Moderate,8.24,8.89
53,Male,162.7,82.8,31.27,2102,0,13435,5.6,2.0,Moderate,3.41,3.83
56,Female,160.5,45.0,17.48,2449,53,17951,7.2,2.5,Low,6.07,6.66
38,Male,173.4,83.1,27.66,2922,20,10241,7.3,3.8,High,4.68,4.68
40,Female,159.7,74.5,29.23,1189,35,9894,6.7,2.5,High,7.06,7.53
48,Female,159.5,58.2,22.87,2611,1,3854,8.1,1.8,Moderate,3.59,4.5
55,Female,158.8,84.4,33.45,2244,34,9289,6.2,3.7,Moderate,5.77,7.04
58,Female,151.2,93.8,41.07,2562,52,8216,7.1,2.3,Moderate,5.54,6.65
18,Female,160.9,66.0,25.49,2892,57,11122,6.6,2.4,Moderate,5.28,5.92
49,Female,159.2,48.4,19.11,1922,11,6628,9.8,0.8,Moderate,4.08,4.85
23,Female,170.2,45.0,15.53,2772,56,8702,6.2,2.5,Low,4.35,5.07
31,Female,153.6,66.0,27.97,1672,76,10118,7.9,3.2,Moderate,8.5,8.91
57,Male,170.6,75.2,25.84,2363,31,14644,9.2,2.2,Low,3.63,3.89
30,Male,162.3,68.7,26.08,2178,45,13473,5.9,1.4,High,6.85,7.54
56,Female,172.1,65.7,22.18,2323,0,12431,7.1,2.2,Low,3.74,4.3
40,Male,198.2,88.2,22.45,1805,19,10544,5.8,2.0,High,5.35,6.24
29,Male,185.8,86.3,25.0,2518,52,6490,4.6,2.4,Low,3.99,3.99
34,Male,184.7,81.6,23.91,3093,71,10542,6.1,2.1,High,5.24,5.78
43,Female,161.0,92.7,35.77,1814,28,5297,6.3,4.1,Moderate,5.54,6.56
54,Male,174.1,66.2,21.84,2394,119,7278,6.4,2.9,Moderate,4.97,5.77
47,Female,152.5,58.3,25.08,2727,53,14224,6.6,1.0,Low,4.78,5.04
62,Female,168.0,68.6,24.3,2151,9,9882,7.0,2.7,Moderate,4.74,4.88
59,Female,153.2,67.4,28.71,2980,81,8794,5.6,2.6,Moderate,5.61,6.2
54,Male,184.6,45.0,13.2,2085,9,9244,7.4,3.7,High,5.14,6.02
46,Female,162.8,68.2,25.72,2241,54,7671,8.5,2.5,High,6.33,7.11
31,Female,164.6,97.9,36.11,1803,18,1000,8.6,2.4,Moderate,5.29,5.93
37,Male,171.5,92.4,31.43,2363,6,3574,6.7,4.3,Low,4.13,4.95
23,Female,155.5,87.5,36.18,2301,71,10160,8.1,1.6,Low,7.11,7.8
35,Male,169.4,80.4,28.0,2617,37,4778,6.2,3.3,Moderate,5.23,6.04
62,Other,174.6,104.1,34.13,1981,93,7623,6.6,2.7,Moderate,7.11,8.04
38,Male,177.2,58.9,18.76,1959,16,3703,7.5,2.1,Moderate,5.28,5.72
23,Female,142.7,60.6,29.76,2531,1,5484,6.6,2.0,Moderate,3.85,4.14
49,Female,166.5,98.2,35.42,2998,31,7985,5.5,3.8,Moderate,4.47,5.33
64,Male,168.8,78.5,27.56,2614,125,11233,8.0,3.0,Moderate,6.98,7.4
59,Female,165.3,65.9,24.13,3223,68,11935,6.0,3.1,Moderate,5.4,5.4
31,Male,164.9,87.9,32.33,2577,60,5428,6.4,3.4,High,5.72,6.82
39,Female,162.1,70.1,26.68,2559,61,9073,8.3,2.9,Low,6.63,7.32
43,Female,169.0,62.9,22.04,2639,31,3010,7.6,1.6,Low,4.14,4.81
29,Male,180.5,62.4,19.15,3044,121,8197,7.2,1.2,Low,5.04,5.57
30,Male,163.0,83.8,31.55,2918,57,11336,5.2,4.0,Low,5.22,6.11
29,Female,154.6,81.7,34.2,1757,55,7765,5.6,2.8,Moderate,6.86,7.01
65,Male,180.3,105.3,32.4,2700,72,12604,7.5,2.7,High,6.74,7.34
53,Female,166.7,72.8,26.19,2432,9,10929,7.8,4.2,Moderate,5.05,5.75
58,Female,160.7,72.5,28.07,2202,20,8844,7.3,1.6,High,6.07,6.87
57,Female,170.1,103.9,35.93,1413,38,7126,6.4,0.8,Low,6.62,6.62
64,Male,178.4,95.7,30.08,1529,72,6129,6.4,1.0,Low,6.32,7.12
23,Female,176.5,80.6,25.88,2117,8,2897,7.3,2.1,Low,3.63,4.08
60,Female,176.9,49.9,15.95,1567,43,3466,5.5,2.7,Moderate,5.67,6.04
21,Male,168.0,63.4,22.45,2128,39,11482,7.1,3.9,Moderate,6.3,6.35
40,Male,179.5,59.0,18.31,2657,0,13297,5.3,3.4,Low,2.64,4.02
46,Male,168.5,78.7,27.71,2009,30,4216,5.7,0.8,Low,3.63,4.18
35,Male,173.6,68.8,22.85,2341,60,8238,7.2,5.1,High,6.18,6.86
25,Female,152.8,106.9,45.76,1765,3,2489,7.7,2.2,Low,4.43,4.66
27,Male,174.0,49.7,16.42,2449,84,4581,7.4,3.7,Low,5.56,5.62
57,Female,163.9,57.1,21.25,2554,58,8909,5.7,3.1,Moderate,4.7,5.58
33,Male,172.2,82.4,27.79,1588,54,6184,4.8,2.6,Moderate,6.94,7.07
32,Male,164.6,87.4,32.26,1924,45,1293,7.0,2.4,Moderate,6.01,7.06
62,Male,177.9,45.0,14.21,1666,14,14016,4.7,1.6,Moderate,3.92,5.15
24,Female,160.7,46.8,18.12,2554,26,7827,8.1,1.4,High,5.4,5.73
61,Female,156.7,73.3,29.82,2382,55,4134,5.7,2.5,High,5.92,6.36
62,Male,181.9,102.4,30.94,2275,26,8448,9.7,1.4,Moderate,5.22,5.22
46,Female,169.0,112.0,39.22,2235,50,7716,5.8,4.1,High,6.03,6.03
25,Male,175.3,70.5,22.96,2461,19,9476,7.6,2.7,Moderate,4.52,5.34
25,Male,180.1,74.9,23.1,2471,57,6810,6.1,4.5,High,5.27,6.31
31,Male,176.6,62.9,20.17,2052,59,9099,6.8,2.2,Moderate,6.77,7.1
45,Other,183.3,89.4,26.6,1982,0,11302,7.2,2.1,Low,3.84,4.22
25,Female,166.4,105.5,38.1,2270,46,3386,8.0,3.1,Moderate,5.68,5.73
39,Female,170.7,100.6,34.52,2205,2,5573,8.2,2.4,High,5.43,5.63
23,Male,175.0,77.5,25.3,3330,0,10937,7.9,3.5,High,3.52,4.58
43,Male,178.1,62.9,19.84,2108,28,6070,8.2,3.9,Low,4.99,5.69
19,Female,159.3,78.1,30.8,2444,123,7714,6.3,3.6,Moderate,6.63,6.63
52,Male,183.9,102.9,30.4,2532,66,6353,7.8,3.8,High,6.73,7.52
20,Female,163.2,70.8,26.58,3000,83,6571,6.6,3.3,Moderate,4.37,5.8
27,Female,162.1,45.3,17.25,1894,62,6274,8.2,2.1,Moderate,6.52,6.98
26,Male,168.9,71.5,25.08,2969,50,3594,7.1,3.6,High,5.35,5.71
57,Female,169.2,73.0,25.49,2226,70,9607,7.7,3.2,Moderate,7.26,8.07
20,Other,167.9,45.2,16.04,3550,27,11718,7.3,2.0,Low,3.28,4.23
38,Male,165.6,82.2,29.97,2481,58,7382,7.9,2.2,Low,5.3,6.19
46,Female,154.8,87.1,36.34,1685,77,11323,6.0,2.5,Moderate,7.96,8.45
42,Female,159.5,111.5,43.83,2201,64,6281,5.1,3.6,Moderate,6.09,6.54
50,Male,189.9,54.0,14.98,2968,79,6074,8.2,2.7,High,5.44,5.44
56,Female,161.7,91.1,34.88,2340,50,9437,8.6,2.6,High,7.47,7.63
36,Male,189.2,95.4,26.64,2270,92,9495,6.9,2.5,Low,5.81,6.54
57,Female,156.5,87.4,35.67,2659,39,7605,8.0,2.3,High,6.54,6.95
33,Female,168.1,59.9,21.19,2127,104,10368,5.0,1.6,Low,6.64,7.33
65,Female,161.6,58.8,22.53,2194,61,3495,6.3,3.3,Low,5.09,5.61
42,Female,169.4,79.7,27.78,1827,34,6936,7.1,1.7,Moderate,6.01,6.64
53,Female,160.6,79.6,30.86,3164,11,11376,4.9,2.7,Moderate,3.59,4.2
60,Male,186.5,67.9,19.54,1688,22,11367,5.2,2.2,Low,3.86,4.73
56,Male,176.2,101.2,32.61,2384,18,10926,7.2,3.3,Moderate,5.59,6.49
58,Male,164.8,70.8,26.06,2539,42,11572,6.3,2.3,High,4.56,5.16
43,Female,167.0,45.0,16.14,2293,9,6696,6.6,1.7,Moderate,3.61,4.14
20,Male,167.2,74.0,26.47,1673,81,2031,6.5,3.5,Moderate,6.15,6.74
41,Male,184.2,86.6,25.53,1800,48,7094,5.5,1.9,High,5.78,6.1
26,Female,156.3,84.2,34.44,2561,46,10225,6.7,2.7,Low,5.71,6.69
60,Male,175.6,84.0,27.26,1910,12,10798,7.0,3.7,Low,4.03,4.43
29,Male,171.6,104.9,35.63,1263,23,6158,6.3,1.9,Low,5.57,6.11
28,Male,186.4,57.9,16.68,2493,0,4611,6.4,2.5,Low,2.24,2.9
29,Male,166.2,70.4,25.49,1863,90,4960,6.8,2.2,Low,6.08,6.79
48,Female,172.6,105.8,35.5,2615,5,6097,8.0,2.7,Low,3.94,4.63
45,Male,177.7,45.0,14.25,2199,7,1360,6.9,2.5,Moderate,3.34,3.9
63,Male,167.1,77.0,27.59,2175,84,6154,4.7,3.4,Low,5.72,6.9
37,Other,168.9,100.1,35.09,2326,55,8167,5.6,2.0,Low,5.2,5.82
31,Female,152.3,99.9,43.04,1730,48,7657,8.1,3.7,Moderate,7.35,7.86
20,Female,152.3,89.9,38.74,1887,54,6844,6.2,4.0,Moderate,6.65,7.88
18,Female,166.4,90.3,32.65,2170,71,5587,6.9,2.8,Moderate,6.73,7.06
35,Female,162.0,59.3,22.59,1727,47,5995,9.3,1.9,Low,5.2,6.43
62,Male,171.9,102.7,34.78,2656,1,6057,7.8,2.6,Moderate,3.79,3.79
43,Female,159.3,56.4,22.23,2146,65,10469,4.4,2.5,High,6.8,7.26
60,Female,157.8,57.5,23.07,1575,56,7996,8.7,4.2,Low,7.07,7.09
22,Male,169.6,85.0,29.54,2020,77,19083,7.2,2.5,Moderate,8.41,8.53
22,Male,173.2,69.1,23.04,2350,10,6836,7.4,3.8,Moderate,4.73,5.48
58,Male,177.3,81.7,25.99,2076,24,9532,7.4,2.7,Moderate,5.59,6.29
23,Female,167.6,85.8,30.54,2499,55,6914,8.1,2.6,Low,5.91,6.3
20,Female,160.5,110.0,42.71,2587,18,6829,6.9,2.3,Low,3.23,4.4
37,Female,176.3,85.8,27.62,3500,0,13468,5.2,2.4,Moderate,2.22,3.22
62,Male,171.5,66.9,22.74,2875,50,11491,7.4,3.4,Moderate,5.87,6.45
51,Male,170.5,90.2,31.03,1481,70,1858,5.3,1.9,High,7.28,7.28
22,Male,180.1,63.0,19.43,2119,41,4421,9.2,3.5,Low,5.07,6.01
58,Female,158.4,94.4,37.66,2166,60,7523,6.6,3.9,Low,6.27,6.7
58,Female,156.8,79.2,32.2,2587,56,6190,6.9,2.1,Moderate,4.99,5.69
56,Female,167.2,85.2,30.48,1833,45,2720,6.2,3.7,Moderate,5.8,6.68
61,Female,166.0,45.9,16.67,2034,48,8405,7.4,3.5,Moderate,7.17,7.63
29,Female,152.1,45.0,19.44,1677,82,1426,7.5,3.4,Low,6.37,7.42
65,Other,168.3,51.0,17.99,1998,18,8443,6.2,2.0,Moderate,4.27,4.74
33,Male,166.7,109.4,39.38,2017,66,10554,7.5,2.5,High,8.5,9.29
56,Male,165.7,57.3,20.87,2143,11,11054,7.1,2.5,High,5.0,5.87
45,Male,172.0,91.2,30.81,1706,22,7494,6.9,4.5,High,6.45,7.37
55,Male,179.6,66.4,20.6,2791,78,13287,6.1,2.6,Moderate,5.34,6.55
48,Male,169.3,73.7,25.7,2536,11,9160,9.8,2.4,High,4.85,5.17
48,Male,178.9,77.2,24.13,1575,38,10960,8.4,1.6,Moderate,6.95,7.15
47,Female,158.7,107.6,42.74,2312,111,5423,7.9,1.7,Low,5.97,6.45
55,Male,170.9,88.5,30.3,1517,73,13325,8.4,2.0,High,8.5,10.0
53,Female,162.8,84.9,32.03,2971,24,7989,7.4,2.9,Low,4.59,5.66
24,Female,166.1,101.3,36.74,3107,29,13518,6.6,1.3,Low,3.4,3.8
57,Female,177.9,66.6,21.05,2272,40,12753,4.0,2.0,Low,3.57,4.05
43,Female,161.9,97.2,37.11,1873,81,8901,5.5,0.9,Moderate,7.98,8.57
33,Male,149.8,94.2,42.0,1967,16,9419,9.6,3.9,Moderate,5.7,6.4
42,Female,156.2,94.0,38.54,2073,15,7370,8.4,2.7,Moderate,5.75,6.58
64,Male,182.5,75.2,22.59,2246,64,5132,7.2,2.9,Low,5.26,6.1
59,Female,159.5,70.1,27.55,2985,0,10083,5.1,1.6,Low,2.7,3.72
58,Male,170.3,62.3,21.5,2777,19,9904,7.8,3.6,Low,4.07,5.37
40,Male,155.3,63.5,26.3,2785,42,2334,6.7,4.0,Low,3.52,4.08
55,Female,156.5,61.5,25.1,2385,44,7710,7.8,2.7,Low,4.72,5.24
36,Female,148.3,84.6,38.46,1723,6,11038,5.7,2.2,Low,4.73,5.21
50,Male,178.9,73.9,23.08,1914,54,13130,6.4,3.1,High,7.57,8.08
48,Female,158.2,85.8,34.25,2330,60,10538,8.1,3.3,High,7.98,8.71
29,Male,169.0,86.8,30.4,1699,26,2689,9.3,3.4,Moderate,5.51,6.34
30,Female,168.3,58.9,20.81,2451,91,4309,6.2,3.2,Moderate,5.15,6.35
20,Male,164.4,58.4,21.59,2702,54,6789,5.8,3.5,High,4.85,5.2
24,Male,158.0,73.9,29.61,2572,16,12895,8.2,2.0,Moderate,5.31,6.03
38,Male,172.7,64.0,21.47,2552,90,5875,5.5,3.4,High,5.57,5.88
40,Male,178.6,62.2,19.49,1366,30,11705,5.6,2.2,High,5.63,6.37
